AQSID,SiteName,Latitude,Longitude,CountyName,parameter name
260190003,FRANKFORT,44.616901,-86.109398,BENZIE,['OZONE']
260210014,COLOMA,42.1978,-86.3097,BERRIEN,['OZONE']
260270003,CASSOPOLIS,41.8956,-86.0017,CASS,['OZONE']
260370002,ROSE LAKE,42.802742,-84.350273,CLINTON,['OZONE']
260490021,FLINT,43.0289,-83.669403,GENESEE,"['OZONE', 'PM2.5']"
260492001,OTISVILLE,43.1683,-83.4617,GENESEE,['OZONE']
260630007,HARBOR BEACH,43.8364,-82.6431,HURON,['OZONE']
260650018,LANSING,42.76138,-84.562867,INGHAM,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
260770008,KALAMAZOO,42.2781,-85.5419,KALAMAZOO,"['OZONE', 'PM2.5']"
260810020,GRAND RAPIDS,42.984699,-85.671097,KENT,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
260810022,EVANS,43.176701,-85.416702,KENT,['OZONE']
260910007,TECUMSEH,41.995602,-83.946701,LENAWEE,"['OZONE', 'PM2.5']"
260990009,NEW HAVEN,42.7314,-82.7936,MACOMB,"['OZONE', 'PM2.5']"
260990021,FREEDOM HILL,42.0941,-82.1639,MACOMB,
260991003,WARREN,42.5467,-83.0061,MACOMB,['OZONE']
261010922,MANISTEE,44.3069,-86.2428,MANISTEE,['OZONE']
261050007,SCOTTVILLE,43.9533,-86.2944,MASON,['OZONE']
261130001,HOUGHTON LAKE,44.3106,-84.891899,MISSAUKEE,"['NO2', 'OZONE', 'PM2.5']"
261210039,MUSKEGON,43.2781,-86.3111,MUSKEGON,['OZONE']
261250001,OAK PARK,42.4631,-83.183296,OAKLAND,['OZONE']
261250011,PONTIAC,42.633301,-83.325302,OAKLAND,
261390005,JENISON,42.894402,-85.852798,OTTAWA,"['PM10', 'OZONE', 'PM2.5']"
261470005,PORT HURON,42.9533,-82.4564,ST. CLAIR,"['OZONE', 'PM2.5', 'SO2']"
261530001,SENEY,46.2889,-85.9503,SCHOOLCRAFT,"['OZONE', 'PM2.5']"
261579991,Unionville,43.61,-83.36,TUSCOLA,['OZONE']
261610008,YPSILANTI,42.24,-83.5997,WASHTENAW,"['OZONE', 'PM2.5']"
261619991,Ann Arbor,42.4164,-83.9019,WASHTENAW,['OZONE']
261630001,ALLEN PARK,42.2283,-83.2092,WAYNE,"['CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
261630005,RIVER ROUGE,42.2672,-83.1322,WAYNE,
261630015,DETROIT-SW,42.3042,-83.1072,WAYNE,"['NO2', 'PM2.5', 'SO2']"
261630019,DETROIT - E 7 MILE,42.430801,-83.000801,WAYNE,"['NO2', 'OZONE']"
261630026,DETROIT - JOY ROAD,42.32,-83.33,WAYNE,
261630033,DEARBORN,42.3075,-83.15,WAYNE,"['PM10', 'PM2.5']"
261630093,ELIZA HOWELL-NR,42.38599,-83.266319,WAYNE,"['NO2', 'CO', 'PM2.5']"
261630097,NMH48217,42.261669,-83.157893,WAYNE,"['PM2.5', 'SO2']"
261630098,DP4TH,42.312158,-83.091943,WAYNE,"['NO2', 'CO', 'PM2.5', 'SO2']"
261630099,TRINITY,42.295824,-83.129431,WAYNE,"['NO2', 'CO', 'PM2.5', 'SO2']"
261630100,MILITARY PARK,42.312078,-83.103469,WAYNE,"['NO2', 'PM2.5', 'SO2']"
261659991,Hoxeyville,44.180901,-85.738998,WEXFORD,['OZONE']
270031001,East Bethel,45.400799,-93.201103,ANOKA,['OZONE']
270031002,Blaine,45.1425,-93.2139,ANOKA,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
270052013,Detroit Lakes,46.8511,-95.8467,BECKER,"['OZONE', 'PM2.5']"
270072304,Red Lake Nation,47.878159,-95.029172,BELTRAMI,['PM2.5']
270177416,Fond du Lac,46.7053,-92.5236,CARLTON,"['OZONE', 'PM2.5']"
270317810,Grand Portage,47.9721,-89.6908,COOK,['PM2.5']
270353204,Brainerd,46.3944,-94.1433,CROW WING,"['OZONE', 'PM2.5']"
270370470,Apple Valley,44.7383,-93.2372,DAKOTA,['PM2.5']
270495302,Stanton,44.471901,-93.013298,GOODHUE,['OZONE']
270530954,Minneapolis-Downtown,44.979,-93.2737,HENNEPIN,"['CO', 'SO2']"
270530963,Minneapolis-Phillips,44.9536,-93.2581,HENNEPIN,['PM2.5']
270750005,Ely,47.9464,-91.4953,LAKE,"['OZONE', 'PM2.5']"
270834210,Marshall,44.4572,-95.835,LYON,"['OZONE', 'PM2.5']"
270953051,Mille Lacs,46.2056,-93.7589,MILLE LACS,['OZONE']
271095008,Rochester,43.9947,-92.4497,OLMSTED,"['OZONE', 'PM2.5']"
271230868,St. Paul - Downtown,44.9507,-93.0985,RAMSEY,['PM10']
271370034,Voyageurs NP,48.4128,-92.8292,ST. LOUIS,['OZONE']
271377001,Virginia,47.5212,-92.5393,ST. LOUIS,['PM2.5']
271377550,Duluth-WDSE,46.8183,-92.0892,ST. LOUIS,"['OZONE', 'PM2.5']"
271377554,West Duluth,46.743889,-92.166946,ST. LOUIS,['PM2.5']
271390505,Shakopee,44.789398,-93.512497,SCOTT,"['OZONE', 'PM2.5']"
271453052,St. Cloud,45.55,-94.1333,STEARNS,"['OZONE', 'PM2.5']"
271636016,Marine on St. Croix,45.168,-92.7651,WASHINGTON,['OZONE']
271713201,St. Michael,45.2108,-93.6686,WRIGHT,"['OZONE', 'PM2.5']"
280110001,CLEVELAND,33.7556,-90.7275,BOLIVAR,"['OZONE', 'PM2.5']"
280330002,HERNANDO,34.820633,-89.987782,DE SOTO,"['OZONE', 'PM2.5']"
280350004,Hattiesburg,31.323995,-89.292219,FORREST,['PM2.5']
280450003,WAVELAND,30.300917,-89.395954,HANCOCK,"['OZONE', 'PM2.5']"
280470008,GPORT YC,30.390123,-89.049746,HARRISON,"['OZONE', 'PM2.5']"
280490020,Jackson NCORE,32.329042,-90.182659,HINDS,"['CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
280490021,Hinds CC,32.346734,-90.225762,HINDS,"['OZONE', 'PM2.5']"
280590006,PASCAGOULA,30.378054,-88.533876,JACKSON,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
280750003,MERIDIAN,32.364345,-88.73145,LAUDERDALE,['OZONE']
280810005,TUPELOAP,34.264849,-88.766842,LEE,['OZONE']
281619991,Coffeeville,34.0026,-89.799,YALOBUSHA,['OZONE']
290030001,Savannah,39.9544,-94.849,ANDREW,['OZONE']
290190011,Finger Lakes SP,39.07803,-92.316322,BOONE,['OZONE']
290210005,St. Joseph,39.741667,-94.858333,BUCHANAN,"['PM10', 'PM2.5']"
290270002,New Bloomfield,38.70608,-92.09308,CALLAWAY,['OZONE']
290370003,RG_South,38.75961,-94.57983,CASS,"['OZONE', 'PM2.5']"
290390001,El Do Springs,37.70097,-94.03474,CEDAR,"['OZONE', 'PM2.5']"
290470005,Liberty,39.303056,-94.376389,CLAY,"['OZONE', 'PM2.5']"
290470006,Rocky Creek,39.33188,-94.5806,CLAY,['OZONE']
290490001,Trimble,39.5306,-94.556,CLINTON,['OZONE']
290770036,Hillcrest HS,37.256069,-93.299692,GREENE,"['PM10', 'OZONE', 'PM2.5']"
290770042,Fellows Lake,37.319444,-93.204444,GREENE,['OZONE']
290930034,Buick NE,37.652142,-91.11653,IRON,['SO2']
290950018,Front Street,39.13198,-94.53128,JACKSON,['PM10']
290950034,Troost,39.10465,-94.57055,JACKSON,"['PM10', 'NO2', 'PM2.5', 'SO2']"
290950042,Blue Ridge I-70,39.047911,-94.450513,JACKSON,"['NO2', 'CO', 'PM2.5']"
290970003,Carthage,37.19822,-94.31702,JASPER,"['PM10', 'PM2.5']"
290970004,Alba,37.2385,-94.42468,JASPER,['OZONE']
290990019,Arnold West,38.448581,-90.398436,JEFFERSON,"['PM10', 'OZONE', 'PM2.5']"
291130004,Foley West,39.045857,-90.849189,LINCOLN,['OZONE']
291370001,Mark Twain SP,39.4751,-91.78899,MONROE,"['PM10', 'NO2', 'OZONE', 'SO2']"
291570001,Farrar,37.70264,-89.69864,PERRY,['OZONE']
291831002,West Alton,38.8725,-90.226389,ST. CHARLES,['OZONE']
291831004,Orchard Farm,38.8994,-90.44917,ST. CHARLES,['OZONE']
291860005,Bonne Terre,37.90084,-90.42388,STE GENEVIEVE,['OZONE']
291890005,Pacific,38.4902,-90.7052,ST. LOUIS,['OZONE']
291890014,Maryland Heights,38.7109,-90.4759,ST. LOUIS,['OZONE']
291890016,Rider Trail I-70,38.75264,-90.44884,ST. LOUIS,"['NO2', 'SO2']"
291893001,Ladue,38.650259,-90.350463,ST. LOUIS,['PM2.5']
295100007,South Broadway,38.5425,-90.263611,ST. LOUIS (CITY),['PM2.5']
295100085,Blair Street,38.656449,-90.198548,ST. LOUIS (CITY),"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
295100093,Branch Street,38.65643,-90.18977,ST. LOUIS (CITY),"['PM10', 'PM2.5']"
295100094,Forest Park,38.631057,-90.281144,ST. LOUIS (CITY),"['NO2', 'CO', 'PM2.5']"
300170005,Miles City,46.411444,-105.812694,CUSTER,"['PM10', 'PM2.5']"
300270006,Lewistown,47.048537,-109.455315,FERGUS,"['PM10', 'OZONE', 'PM2.5']"
300290009,White Fish Dead End,48.400523,-114.335973,FLATHEAD,['PM10']
300290049,Columbia Falls,48.363694,-114.189272,FLATHEAD,"['PM10', 'PM2.5']"
300298001,Glacier NP,48.5103,-113.9956,FLATHEAD,['OZONE']
300310019,Bozeman High School,45.683765,-111.056282,GALLATIN,['PM2.5']
300490026,Rossiter Pump House,46.6588,-112.0131,LEWIS AND CLARK,['PM2.5']
300530018,Libby Courthouse,48.391672,-115.55228,LINCOLN,"['PM10', 'PM2.5']"
300630024,Missoula Boyd Park,46.842297,-114.020549,MISSOULA,"['PM10', 'OZONE', 'PM2.5']"
300710010,Malta,48.317507,-107.862471,PHILLIPS,"['PM10', 'NO2', 'OZONE', 'PM2.5']"
300750001,Broadus,45.440295,-105.37028,POWDER RIVER,"['PM10', 'OZONE', 'PM2.5']"
300810007,Hamilton PS 46,46.243621,-114.158889,RAVALLI,['PM2.5']
300830002,Sidney 201,47.8679,-104.676864,RICHLAND,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
300890007,Thompson Falls HS,47.594395,-115.323746,SANDERS,"['PM10', 'PM2.5']"
300930005,Butte Greely School,46.002399,-112.500893,SILVER BOW,"['PM10', 'PM2.5']"
301110066,Billings Coburn Rd,45.786579,-108.45878,YELLOWSTONE,['SO2']
301110087,Billlings Lockwood,45.806357,-108.426551,YELLOWSTONE,['PM2.5']
310250002,WWTP BAM,40.866225,-96.137447,CASS,['PM10']
310550053,16th and Whitmore,41.322472,-95.937992,DOUGLAS,"['OZONE', 'SO2']"
310550056,77th and Dodge,41.259478,-96.034714,DOUGLAS,['CO']
310790005,Grand Island DOT,40.918333,-98.378889,HALL,['PM2.5']
311079991,Santee Sioux,42.8292,-97.8541,KNOX,['OZONE']
311090016,Davey,40.984969,-96.671425,LANCASTER,['OZONE']
311090022,LLCHD BAM,40.812558,-96.675733,LANCASTER,['PM2.5']
311530007,2912 Coffey,41.133317,-95.956078,SARPY,['PM2.5']
311570006,Scottsbluff HS,41.875556,-103.658056,SCOTTS BLUFF,['PM2.5']
311770002,Blair,41.550658,-96.146622,WASHINGTON,['PM2.5']
320010002,Fallon,39.472471,-118.783624,CHURCHILL,['OZONE']
320030024,Virgin Valley,36.815897,-114.050347,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030043,Paul Meyer,36.106389,-115.253333,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030044,Mountains Edge,36.0075,-115.263056,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030071,Walter Johnson,36.169756,-115.263038,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030073,Palo Verde,36.173415,-115.332728,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030075,Joe Neal,36.270592,-115.238282,CLARK,"['PM10', 'NO2', 'OZONE', 'PM2.5']"
320030298,GreenValley,36.048705,-115.052942,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030299,Liberty High School,35.987908,-115.14885,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320030540,Jerome Mack,36.141875,-115.078742,CLARK,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
320030561,Sunrise Acres,36.163962,-115.11393,CLARK,"['PM10', 'NO2', 'CO', 'PM2.5']"
320030602,Garrett Jr. High,35.969848,-114.835007,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320031019,Jean,35.785665,-115.357087,CLARK,"['PM10', 'OZONE', 'PM2.5']"
320031501,RT,36.139707,-115.175654,CLARK,"['NO2', 'CO', 'PM2.5']"
320031502,Casino Center,36.174365,-115.13977,CLARK,"['PM10', 'NO2', 'CO', 'PM2.5']"
320032003,Walnut Rec.,36.214465,-115.091437,CLARK,"['NO2', 'CO', 'PM2.5', 'PM10', 'OZONE']"
320037772,Indian Springs,36.569333,-115.676651,CLARK,['OZONE']
320050007,Ranchos,38.897611,-119.732101,DOUGLAS,['PM2.5']
320070005,Elko,40.838329,-115.766003,ELKO,['PM10']
320190006,Fernley,39.602739,-119.247853,LYON,['OZONE']
320230011,Linda,36.349378,-116.03197,NYE,['PM10']
320230014,Manse,36.212787,-115.994802,NYE,['PM10']
320230015,Glen Oaks,36.193469,-116.007584,NYE,['PM10']
320310020,South Reno,39.469225,-119.775393,WASHOE,['OZONE']
320310025,Toll,39.399841,-119.739606,WASHOE,"['PM10', 'OZONE', 'PM2.5']"
320310031,Reno4,39.521918,-119.795444,WASHOE,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
320311005,Sparks,39.54092,-119.746764,WASHOE,"['PM10', 'OZONE', 'CO', 'PM2.5']"
320311007,Spanish Springs,39.621462,-119.718738,WASHOE,"['PM10', 'OZONE', 'PM2.5']"
320311026,Wadsworth-NV,39.6367,-119.2889,WASHOE,['PM10']
320312002,Incline,39.250437,-119.956741,WASHOE,['OZONE']
320312009,Lemmon Valley,39.645288,-119.840051,WASHOE,['OZONE']
320330101,Great Basin NP,39.0053,-114.2158,WHITE PINE,['OZONE']
325100020,CC_Armory,39.144804,-119.766409,CARSON CITY,"['OZONE', 'PM2.5']"
330012004,Laconia,43.566122,-71.496335,BELKNAP,"['OZONE', 'PM2.5']"
330050007,Keene,42.930521,-72.272332,CHESHIRE,"['OZONE', 'PM2.5']"
330074002,Mt. Washington base,44.308132,-71.217639,COOS,['OZONE']
330090010,Lebanon,43.629605,-72.309499,GRAFTON,"['OZONE', 'PM2.5']"
330111011,Nashua - Gilson Rd.,42.718653,-71.522416,HILLSBOROUGH,['OZONE']
330115001,Miller State Park,42.86183,-71.878626,HILLSBOROUGH,"['CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
330131006,Pembroke Exchange St,43.13246,-71.458246,MERRIMACK,['SO2']
330150014,Portsmouth,43.075371,-70.748017,ROCKINGHAM,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
330150016,Odiorne State Park,43.045269,-70.713958,ROCKINGHAM,['OZONE']
340010006,Brigantine,39.46487,-74.448738,ATLANTIC,"['OZONE', 'PM2.5', 'SO2']"
340030006,Leonia,40.870438,-73.991997,BERGEN,['OZONE']
340030010,Fort Lee Near Road,40.85355,-73.9661,BERGEN,"['NO2', 'CO', 'PM2.5']"
340051001,Burlington,0,-74.857697,BURLINGTON,"['PM10', 'PM2.5']"
340070002,Camden Spruce St,39.934446,-75.125291,CAMDEN,"['NO2', 'CO', 'PM2.5', 'SO2', 'OZONE']"
340110007,Millville,39.422272,-75.0252,CUMBERLAND,"['NO2', 'OZONE', 'PM2.5']"
340150002,Clarksboro,39.800339,-75.21212,GLOUCESTER,['OZONE']
340170006,Bayonne,40.67025,-74.126083,HUDSON,"['NO2', 'OZONE', 'SO2']"
340171002,Jersey City,40.731689,-74.066566,HUDSON,"['NO2', 'CO', 'SO2']"
340171003,Jersey City FH,40.725452,-74.052292,HUDSON,['PM2.5']
340190001,Flemington,40.515251,-74.806755,HUNTERDON,"['OZONE', 'PM2.5']"
340210005,Rider University,40.283092,-74.742645,MERCER,"['OZONE', 'PM2.5']"
340210008,Trenton,40.222421,-74.763167,MERCER,"['OZONE', 'PM2.5', 'SO2']"
340219991,Wash. Crossing,40.3125,-74.8729,MERCER,['OZONE']
340230011,Rutgers University,40.462181,-74.429436,MIDDLESEX,"['NO2', 'OZONE', 'PM2.5']"
340250005,Monmouth University,40.277645,-74.005096,MONMOUTH,['OZONE']
340273001,Chester,40.787628,-74.6763,MORRIS,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
340290006,Colliers Mills,40.064846,-74.444061,OCEAN,['OZONE']
340292002,Toms River,39.994908,-74.170447,OCEAN,['PM2.5']
340310005,Paterson,40.918381,-74.168092,PASSAIC,['PM2.5']
340315001,Ramapo,41.058617,-74.255547,PASSAIC,['OZONE']
340390003,Elizabeth,40.662388,-74.214813,UNION,"['CO', 'SO2']"
340390004,Elizabeth Trailer,40.641441,-74.208366,UNION,"['NO2', 'CO', 'PM2.5', 'SO2']"
340392003,Rahway PM,40.603943,-74.276176,UNION,['PM2.5']
340410007,Columbia,40.924606,-75.067825,WARREN,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
350010023,Del Norte,35.1353,-106.584702,BERNALILLO,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
350010026,Jefferson,35.1441,-106.6044,BERNALILLO,"['PM10', 'PM2.5']"
350010029,South Valley,35.0186,-106.651901,BERNALILLO,"['NO2', 'CO', 'PM2.5', 'PM10', 'OZONE']"
350011012,Tramway,35.185,-106.5077,BERNALILLO,"['PM10', 'OZONE', 'PM2.5']"
350011013,North Valley,35.187801,-106.603897,BERNALILLO,"['PM10', 'PM2.5']"
350130008,La Union,31.9306,-106.6306,DONA ANA,['OZONE']
350130016,Anthony,32.0036,-106.5992,DONA ANA,"['PM10', 'PM2.5']"
350130019,Holman Rd,32.4247,-106.6742,DONA ANA,['PM10']
350130020,Chaparral,32.0411,-106.4092,DONA ANA,"['PM10', 'OZONE']"
350130021,Desert View,31.7961,-106.5839,DONA ANA,"['PM10', 'NO2', 'OZONE']"
350130022,Santa Teresa,31.7878,-106.6828,DONA ANA,"['NO2', 'OZONE', 'PM2.5']"
350130023,Solano Drive,32.3169,-106.7669,DONA ANA,['OZONE']
350130024,West Mesa,32.11,-106.51,DONA ANA,['PM10']
350130025,Las Cruces ED,32.310332,-106.751211,DONA ANA,['PM2.5']
350151005,Carlsbad,32.38,-104.2622,EDDY,"['NO2', 'OZONE']"
350250008,Hobbs Jefferson,32.7267,-103.1233,LEA,"['NO2', 'OZONE', 'PM2.5']"
350290003,7E Deming Airport,32.2558,-107.7228,LUNA,['PM10']
350431001,Bernalillo,35.2994,-106.5483,SANDOVAL,['OZONE']
350450009,Bloomfield,36.7422,-107.9769,SAN JUAN,"['NO2', 'OZONE', 'SO2']"
350450018,Navajo Lake,36.8097,-107.6517,SAN JUAN,"['NO2', 'OZONE']"
350451005,Substation,36.7969,-108.4725,SAN JUAN,"['PM10', 'NO2', 'OZONE', 'SO2']"
350490021,Santa Fe Airport,35.6198,-106.0797,SANTA FE,"['OZONE', 'PM2.5']"
350550005,Taos Fire Station,36.3833,-105.5833,TAOS,['PM2.5']
350610008,2LL Los Lunas,34.8147,-106.7397,VALENCIA,['OZONE']
360010012,Loudonville,42.6769,-73.7556,ALBANY,['OZONE']
360050080,Morrisania,40.8367,-73.9214,BRONX,['PM2.5']
360050110,Bronx - IS52,40.816101,-73.902199,BRONX,"['PM10', 'OZONE', 'PM2.5']"
360050112,Bronx - IS74,40.814701,-73.886703,BRONX,['PM2.5']
360050133,Pfizer Lab,40.868,-73.8782,BRONX,['OZONE']
360130006,Dunkirk,42.4992,-79.32,CHAUTAUQUA,['OZONE']
360270007,Millbrook,41.7856,-73.6947,DUTCHESS,['OZONE']
360290002,Amherst,42.9925,-78.7764,ERIE,['OZONE']
360290023,Buffalo Near-road,42.92111,-78.76611,ERIE,['PM2.5']
360291014,Tonawanda II,42.9981,-78.8993,ERIE,['PM2.5']
360310003,Whiteface Mtn,44.39308,-73.8589,ESSEX,"['OZONE', 'PM2.5']"
360410005,Piseco Lake,43.4556,-74.515,HAMILTON,['OZONE']
360450002,Perch River,44.0878,-75.9744,JEFFERSON,['OZONE']
360470052,Bklyn - PS 314,40.641819,-74.018707,KINGS,['PM2.5']
360470118,Bklyn - PS274,40.694401,-73.928596,KINGS,['PM2.5']
360550015,Rochester Near-road,43.145021,-77.557608,MONROE,['PM2.5']
360590005,Eisenhower Park,40.7447,-73.5869,NASSAU,['PM2.5']
360610115,Manhattan/IS143,40.8492,-73.9319,NEW YORK,['PM2.5']
360610135,CCNY,40.8197,-73.9481,NEW YORK,"['OZONE', 'PM2.5']"
360631006,Middleport,43.2189,-78.4792,NIAGARA,['OZONE']
360652001,Utica,43.0994,-75.225,ONEIDA,['PM2.5']
360671015,E Syracuse,43.0528,-76.0597,ONONDAGA,"['OZONE', 'PM2.5']"
360710002,Newburgh,41.4994,-74.0097,ORANGE,['PM2.5']
360750003,Fulton,43.284279,-76.46318,OSWEGO,['OZONE']
360790005,Mt Ninham,41.4561,-73.7103,PUTNAM,['OZONE']
360810120,Maspeth,40.7269,-73.8933,QUEENS,['PM2.5']
360810124,Queens,40.7375,-73.8244,QUEENS,"['OZONE', 'PM2.5']"
360810125,Queens Near-road,40.739264,-73.817694,QUEENS,['PM2.5']
360850055,Port Richmond,40.63306,-74.137156,RICHMOND,['PM2.5']
360850111,Fresh Kills,40.5802,-74.1994,RICHMOND,"['OZONE', 'PM2.5']"
360870005,Rockland Cty,41.182079,-74.028191,ROCKLAND,"['OZONE', 'PM2.5']"
360910004,Stillwater,43.0122,-73.6492,SARATOGA,['OZONE']
361010003,Pinnacle State Park,42.0972,-77.2103,STEUBEN,"['OZONE', 'PM2.5', 'SO2']"
361030002,Babylon,40.7356,-73.4061,SUFFOLK,['OZONE']
361030004,Riverhead,40.9617,-72.715,SUFFOLK,['OZONE']
361030009,Holtsville,40.8278,-73.0575,SUFFOLK,"['OZONE', 'PM2.5']"
361030044,Flax Pond,40.961015,-73.13913,SUFFOLK,"['NO2', 'OZONE']"
361099991,Connecticut Hill,42.4006,-76.6538,TOMPKINS,['OZONE']
361173001,Williamson,43.2303,-77.1728,WAYNE,['OZONE']
361192004,White Plains,41.0522,-73.7642,WESTCHESTER,"['OZONE', 'PM2.5']"
370110002,Linville Falls,35.972347,-81.933072,AVERY,['OZONE']
370130151,BAYVIEW,35.428,-76.74,BEAUFORT,['SO2']
370210030,BNTCR,35.5,-82.6,BUNCOMBE,['OZONE']
370210034,BDED,35.6062,-82.5844,BUNCOMBE,['PM2.5']
370270003,LENOIR,35.9359,-81.5306,CALDWELL,"['OZONE', 'SO2']"
370319991,Beaufort,34.8848,-76.6203,CARTERET,['OZONE']
370330001,CHERRYGR,36.307033,-79.467417,CASWELL,"['PM10', 'OZONE']"
370350004,HICKORY,35.728889,-81.365556,CATAWBA,['PM2.5']
370510009,W OWEN SCH,35.041416,-78.953112,CUMBERLAND,"['PM10', 'PM2.5']"
370510010,Honeycutt,35.002197,-78.991941,CUMBERLAND,['OZONE']
370510011,Wade School,35.1487,-78.7068,CUMBERLAND,['OZONE']
370570002,LWATTOWR,35.8145,-80.2627,DAVIDSON,['PM2.5']
370630015,Durham Armory,36.032955,-78.904037,DURHAM,"['PM10', 'OZONE', 'PM2.5', 'SO2']"
370630099,Burdens Creek,35.889402,-78.8747,DURHAM,"['PM10', 'OZONE', 'PM2.5']"
370650099,LEGGETT,35.988278,-77.5843,EDGECOMBE,"['OZONE', 'PM2.5']"
370670022,Hattie Avenue,36.1106,-80.2267,FORSYTH,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
370670030,Clemmons Middle,36.0261,-80.3419,FORSYTH,"['OZONE', 'PM2.5']"
370671008,Union Cross,36.0508,-80.143898,FORSYTH,['OZONE']
370750001,JOANBOLD,35.2578,-83.7955,GRAHAM,['OZONE']
370770001,BUTNER,36.141111,-78.768056,GRANVILLE,['OZONE']
370810013,MENDNHAL,36.109006,-79.802314,GUILFORD,"['PM10', 'OZONE', 'PM2.5']"
370870008,WNVLELSC,35.507224,-82.963625,HAYWOOD,['OZONE']
370870013,Canton DRR,35.534,-82.853,HAYWOOD,['SO2']
370870035,FRYPAN,35.379167,-82.7925,HAYWOOD,['OZONE']
370870036,PURCHASE,35.587144,-83.074156,HAYWOOD,['OZONE']
371010002,JOHNSTON,35.59095,-78.4622,JOHNSTON,"['OZONE', 'PM2.5']"
371070004,LENOIRCOLL,35.231459,-77.568792,LENOIR,['OZONE']
371090004,CROUSE,35.438556,-81.27675,LINCOLN,['OZONE']
371139991,Coweeta,35.0608,-83.4306,MACON,['OZONE']
371170001,JAMESVIL,35.81066,-76.906249,MARTIN,"['PM10', 'OZONE', 'SO2']"
371190041,GARINGER,35.2411,-80.7831,MECKLENBURG,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
371190045,Remount,35.213171,-80.874084,MECKLENBURG,"['NO2', 'CO', 'PM2.5']"
371190046,University Meadows,35.314158,-80.713469,MECKLENBURG,['OZONE']
371190047,Ramblewood Park,35.123954,-80.907577,MECKLENBURG,['PM10']
371190048,Friendship Park,35.281791,-80.851473,MECKLENBURG,['PM2.5']
371210004,Spruce Pine,35.912487,-82.062082,MITCHELL,['PM2.5']
371230001,Candor FRO,35.263165,-79.836636,MONTGOMERY,['PM2.5']
371239991,Candor,35.26,-79.84,MONTGOMERY,['OZONE']
371290002,CASTLE H,34.364167,-77.838611,NEW HANOVER,"['PM10', 'OZONE', 'PM2.5']"
371310003,Northampton,36.511708,-77.655389,NORTHAMPTON,"['NO2', 'PM2.5']"
371450003,BUSHYFRK,36.306965,-79.09197,PERSON,['OZONE']
371470006,PITTAGCT,35.641276,-77.360126,PITT,"['OZONE', 'PM2.5']"
371570099,BETHANY,36.308889,-79.859167,ROCKINGHAM,"['OZONE', 'SO2']"
371590021,ROCKWELL,35.551868,-80.395039,ROWAN,"['NO2', 'OZONE', 'PM2.5']"
371730002,BRYSON,35.434767,-83.442133,SWAIN,"['OZONE', 'PM2.5']"
371790003,MONROEMS,34.973889,-80.540833,UNION,['OZONE']
371830014,Millbrook NCore,35.856111,-78.574167,WAKE,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
371990004,Mt Mitchell,35.765413,-82.264944,YANCEY,['OZONE']
380130004,Lostwood NWR,48.641899,-102.402199,BURKE,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
380150003,Bismarck Residential,46.8253,-100.7681,BURLEIGH,"['NO2', 'CO', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
380171004,Fargo NW,46.933601,-96.854698,CASS,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
380250004,Lake Ilo,47.342589,-102.645997,DUNN,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
380530002,TRNP-NU,47.6011,-103.2642,MC KENZIE,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
380570004,Beulah North,47.2986,-101.7669,MERCER,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
380650002,Hannover,47.1858,-101.4281,OLIVER,"['NO2', 'OZONE', 'PM2.5', 'SO2']"
381010003,RYDER,47.940861,-101.571583,WARD,"['NO2', 'PM2.5', 'PM10', 'SO2', 'OZONE']"
390030009,Lima,40.771,-84.0539,ALLEN,"['OZONE', 'PM2.5', 'SO2']"
